key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-470329340,The Multiple Mediating Effects Of Illness Perceptions And Coping Strategies On The Relationship Between Physical Symptoms And Depressive Symptoms In Patients With Heart Failure,2020,1,1,EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING,,,,,CHEN C and FANG W and AN Y and WANG L and FAN X,,,,,"Background: depressive symptoms are prevalent and cause poor health outcomes in patients with heart failure. Studies show that the physical symptoms of heart failure are associated with depressive symptoms. However, little is known about the underlying mechanisms of this relationship. Aims: the purpose of our study was to examine the associations between physical symptoms, illness perceptions, coping strategies and depressive symptoms and to test the multiple mediation effects of illness perceptions and coping strategies on the relationship between physical symptoms and depressive symptoms in patients with heart failure. Methods: physical symptoms, illness perceptions, coping strategies and depressive symptoms were assessed using self-reported questionnaires among 302 patients (64.2 +/- 11.9 years, 54\% male) with heart failure in a tertiary general hospital. A serial multiple mediation model was tested using the process macro for spss. Results: depressive symptoms were positively correlated with physical symptoms (r=0.487, p<0.01), illness perceptions (r=0.499, p<0.01) and acceptance-resignation coping (r=0.580, p<0.01). The relationship between physical symptoms and depressive symptoms was mediated by illness perceptions (indirect effect: 0.036, confidence interval (0.014, 0.059)) and by acceptance-resignation (indirect effect: 0.034, confidence interval (0.019, 0.053)), respectively, and by these two in serial (indirect effect: 0.021, confidence interval (0.013, 0.033)). Conclusion: patients with heart failure who have more physical symptoms are vulnerable to the development of depression. Healthcare providers should implement interventions focused on changing illness perceptions and reducing acceptance-resignation coping to relieve depressive symptoms.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,HEART FAILURE;PHYSICAL SYMPTOMS;ILLNESS PERCEPTIONS;COPING;STRATEGIES;DEPRESSIVE SYMPTOMS,,
rayyan-470329341,Specific Phobia Is An Ideal Psychiatric Kind,2020,1,1,PHILOSOPHY PSYCHIATRY \& PSYCHOLOGY,,,,,PEREIRA A,,,,,"This article argues that specific phobia is an ideal kind of psychiatric disorder because it bears the marks of a mature medical diagnosis and is amenable to causal explanation. A new and ambitious program of `causal revolution' has recently emerged in psychiatry that hopes to refurnish our taxonomies by discovering the underlying biological and psychological causes that create and maintain mental illness. I show that the sort of causal story envisioned by the program is a mechanistic property cluster (mpc) structure, which involves a causal mechanism that explains the co-occurrence of a disorder's signs and symptoms. I then build a model of fear in humans and sketch a novel account of specific phobia as a configuration of the fear system in thrall to deregulated network dynamics such as hysteresis, tipping points, and feedback loops. Specific phobia has an mpc structure. I close by reflecting on whether we can reasonably expect other mental disorders to fit an mpc mold, and thus lend themselves to future causal validation. This article shows that specific phobia holds a unique place in our picture of mental disorder that has so far been missed. It is an ideal kind of psychopathology.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Ian""=>""Included""}",,FEAR;MECHANISTIC PROPERTY CLUSTERS;EXPLANATION;ANXIETY DISORDERS;;DYSREGULATION;NETWORKS;Phobic Disorders,,
rayyan-470329342,Fatigue Is A Frequent And Clinically Relevant Problem In Ehlers-Danlos Syndrome,2010,1,1,SEMINARS IN ARTHRITIS AND RHEUMATISM,,,,,VOERMANS NC and KNOOP H and VAN DE KAMP N and HAMEL BC and BLEIJENBERG G and VAN ENGELEN BG,,,,,"Objectives: ehlers-danlos syndrome (eds) is a clinically and genetically heterogeneous group of inherited connective tissue disorders characterized by joint hypermobility, skin hyperextensibility, and tissue fragility. Fatigue and musculoskeletal pain are associated features but have never been studied systematically. We used a multidimensional assessment method to measure fatigue, its clinical relevance, and possible determinants. Methods: a questionnaire study was performed among 273 eds patients. The following dimensions were assessed: fatigue severity, functional impairment in daily life, physical activity, psychological distress, sleep disturbances, concentration problems, social functioning, self-efficacy concerning fatigue, causal attribution of fatigue, pain, and disease-related factors. Results: more than three-quarters of eds patients suffer from severe fatigue. Patients who are severely fatigued are more impaired than nonseverely fatigued patients and report a higher level of psychological distress. The 5 possible determinants involved in fatigue are sleep disturbances, concentration problems, social functioning, self-efficacy concerning fatigue, and pain severity. Conclusions: this is the first study of fatigue and its possible determinants in eds and shows that fatigue is a frequent and clinically significant problem in eds. The 5 possible determinants of fatigue could form a starting point for the development of an effective cognitive behavioral intervention for fatigue in eds. (C) 2010 elsevier inc. All rights reserved. Semin arthritis rheum 40:267-274","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,EHLERS-DANLOS SYNDROME;HERITABLE CONNECTIVE TISSUE DISORDER;FATIGUE;;FATIGUE SEVERITY;QUESTIONNAIRE;PAIN;SLEEP DISTURBANCES;CONCENTRATION;SOCIAL FUNCTIONING;SELF-EFFICACY;Fatigue,,
rayyan-470329343,"Understanding Women's Experiences Of Distress During Pregnancy In Dar Es Salaam, Tanzania.",2010,1,1,TANZANIA JOURNAL OF HEALTH RESEARCH,,,,,KAAYA SF and MBWAMBO JK and FAWZI MCS and VAN DEN BORNE H and SCHAALMA H and LESHABARI MT,,,,,"Several studies show depression is common during pregnancy. However, there is limited information in tanzania on the magnitude of perceived distress during pregnancy and meanings ascribed to such distress. A descriptive survey collected data using unstructured interviews from 12 traditional practitioners and 10 peri-urban women with previous pregnancy related mental health concerns identified using a depression vignette. The objectives were to describe the sources and characteristics of distress during pregnancy, and idioms of distress that could inform cultural adaptation of depression screening tools. Narrative analysis showed an emergent category of ""problematic pregnancies"" framed women's recollections of prolonged periods of sadness. This experience was qualified using various idioms of distress that were differentially emphasized depending on informant's perceived causes of health concern. The idiom kusononeka was consistently used to describe extreme sadness across causal categories and clustered with at least two typical features of major depression. This suggested existence of a construct with similarities to biomedical criteria for depression. ""Thinking too much"" emerged as a distinctive expression associated with prolonged sadness. Distinctive expressions of social functioning impairments were identified that can inform depression severity assessments. In conclusion, contextual inquiry into experiences of psychological distress showed distinct local idioms that clustered in patterns similar to symptoms of biomedical depressive episodes. Further studies to assess the utility of local idioms of distress and distress related functional impairment in depression assessment tools are warranted.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,DEPRESSION/*ETHNOLOGY;DEPRESSIVE DISORDER/*ETHNOLOGY;PREGNANCY COMPLICATIONS/*PSYCHOLOGY;ATTITUDE TO HEALTH/ETHNOLOGY;CULTURE;DEPRESSION/PSYCHOLOGY;DEPRESSIVE DISORDER/PSYCHOLOGY;FEMALE;HUMANS;MALE;PREGNANCY;SOCIOECONOMIC FACTORS;TANZANIA;Pregnancy,,
rayyan-470329344,``It's Personal To Me': A Qualitative Study Of Depression In Young People With Cfs/Me,2017,1,1,CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY,,,,,TAYLOR AK and LOADES M and BRIGDEN ALC and COLLIN SM and CRAWLEY E,,,,,"Background: paediatric chronic fatigue syndrome/myalgic encephalomyelitis (cfs/me) has a prevalence of 0.4-2.4\% and is defined as generalised disabling fatigue persisting after routine tests and investigations have failed to identify an obvious underlying cause'. One-third of young people with cfs/me have probable depression. Little is known about why depression develops, the relationship between depression and cfs/me, or what treatment might be helpful. Methods: we conducted nine semi-structured interviews with young people with cfs/me (aged 13-17years, 8/9 female) and probable depression, covering perceived causes of depression, the relationship between cfs/me and depression, and treatment strategies. Results: most thought cfs/me caused depression. Many discussed a cyclical relationship: low mood made cfs/me worse. A sense of loss was common. Cfs/me restricted activities participants valued and changed systemic structures, causing depression. There was no single helpful treatment approach. Individualised approaches using combinations of cognitive behavioural therapy (cbt), medication, activity management and other strategies were described. Conclusion: this study suggests that depression may be secondary to cfs/me in young people because of the impact of cfs/me on quality of life. Clinicians treating young people with cfs/me need to consider strategies to prevent development of depression, and research is needed into approaches that are effective in treating cfs/me with co-morbid depression.","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,CHRONIC FATIGUE SYNDROME;CFS;ME;DEPRESSION;YOUNG PEOPLE;ADOLESCENTS,,
rayyan-470329345,Depression And The Reformulated Helplessness Model: Perception Of Control And Causal Attributions In A Clinical Population,1985,1,1,NA,,,,,FELLOWS RE,,,,,NA,"RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,REFORMULATED LEARNED HELPLESSNESS MODEL OF DEPRESSION;PERCEPTION OF CONTROL & CAUSAL ATTRIBUTION;DEPRESSED PATIENTS;ATTRIBUTION;DEPRESSION (EMOTION);INTERNAL EXTERNAL LOCUS OF CONTROL;LEARNED HELPLESSNESS;MODELS;Depression,,
rayyan-470329346,Leaving The Stigma To The Patients? Frequency Of Crisis Experiences Among Mental Health Professionals In Berlin And Brandenburg And How They Cope With It,NA,1,1,JOURNAL OF MENTAL HEALTH,,,,,VON PETER S and STUETZLE S and BRIEGER A and PONEW A and LUST C and BERMPOHL F and BECHDOLF O and SCHOMERUS G and SPEERFORCK S,,,,,"Backgroundalthough mental health professionals' mental health problems are gaining increased attention, there is little systematic research on this topic.aimsthis study investigated the frequency of crisis experiences among mental health professionals and examined how they approach these experiences in terms of their personal and social identities.methodsan online survey was conducted among mental health professionals in 18 psychiatric hospital departments in the german federal states of berlin and brandenburg (n = 215), containing questions about personal crisis experiences, help sought, service use, meaningfulness of lived experiences, causal beliefs of mental illness and psychotherapeutic orientation. Social identification was assessed via semantic differential scales derived from preliminary interview studies. To investigate relationships between the variables, explorative correlation analyses were calculated.resultsresults showed a high frequency rate of crisis experiences, substantial rates of suicidal ideation and incapacity to work and high service use. Most participants regarded their experiences as meaningful for their personal identity. Meaningfulness was positively related to a psychosocial causation model of mental illness, to psychodynamic psychotherapeutic orientation and to a high degree of disidentification with users and crisis experienced colleagues.conclusionthe (paradoxical) disintegration of personal and social identity of may be understood as a strategy to avoid stigmatization. A more challenging coping style among professionals is discussed.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,STIGMATIZATION;LIVED EXPERIENCE;MENTAL HEALTH STAFF;IDENTITY,,
rayyan-470329347,Attributions For Admission To Zomba Mental Hospital: Implications For The Development Of Mental Health Services In Malawi,1995,1,1,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,,,,,MACLACHLAN M and NYIRENDA T and NYANDO C,,,,,"Examined the beliefs regarding cause of admission of 70 male and 33 female malawian psychiatric inpatients (aged 1575 yrs). Ss' descriptions of what had caused the problems which led them to be admitted to the hospital were categorized as traditional, medical, or psychological; with some explanations being combinations of these categories. Ss were also divided into psychotic or nonpsychotic groups. Traditional attributions were the most common among ss, and this was not influenced by classification as psychotic or nonpsychotic. Examples of 'tropical tolerance,' referring to the tolerance for seemingly incompatible causal explanations, were noted in traditional attributions. The possible interactive nature of traditional, medical and psychological processes is discussed, and it is suggested that traditional healers should be incorporated into 'modern' malawian mental health services. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,"BELIEFS REGARDING CAUSE OF ADMISSION;1575 YR OLD PSYCHIATRIC INPATIENTS;MALAWI;ADOLESCENT;ADULT;AGED;COMBINED MODALITY THERAPY;DEVELOPING COUNTRIES;FEMALE;HOSPITALS;PSYCHIATRIC;HUMANS;INTERNAL-EXTERNAL CONTROL;MALE;MEDICINE;TRADITIONAL;MENTAL DISORDERS;MIDDLE AGED;PATIENT ADMISSION;PATIENT CARE TEAM;PSYCHOTIC DISORDERS;SICK ROLE;WITCHCRAFT;ATTRIBUTION;PSYCHIATRIC HOSPITAL ADMISSION;PSYCHIATRIC PATIENTS;Mental Health Services;Hospitals, Psychiatric",,
rayyan-470329348,Emotional Priming In Clinically Depressed Subjects,1996,1,1,JOURNAL OF AFFECTIVE DISORDERS,,,,,POWER MJ and CAMERON CM and DALGLEISH T,,,,,"Used the emotional priming paradigm by m. J. Power and c. R. Brewin (1990) with 17 depressed patients (aged 1865 yrs) and 22 nondepressed controls. Results for depressed ss show significant facilitation effects on both the speed and rate of endorsement of negative trait adjectives when these were preceded by negative emotional primes. These results contrast with those obtained with the controls who failed to show such facilitation effects. The list of event primes and the list of target adjectives used in the emotional priming paradigm are appended. Results are discussed in relation to the role of cognitive biases in depression. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,EMOTIONAL PRIMING;SPEED & RATE OF ENDORSEMENT OF TRAIT ADJECTIVES BASED ON COGNITIVE BIASES;DEPRESSED 1865 YR OLDS;ADOLESCENT;ADULT;AGED;DEPRESSIVE DISORDER;EMOTIONS;FEMALE;HUMANS;MALE;MIDDLE AGED;PAIRED-ASSOCIATE LEARNING;PERSONALITY INVENTORY;REACTION TIME;REFERENCE VALUES;SELF CONCEPT;SEMANTICS;SET (PSYCHOLOGY);ATTRIBUTION;COGNITION;EMOTIONAL RESPONSES;MAJOR DEPRESSION;PRIMING;SELF-PERCEPTION;Emotions,,
rayyan-470329349,"Attribution Of Cause By Patients With Depression, Anxiety, And Alexithymia",2004,1,1,PSYCHOLOGICAL REPORTS,,,,,WISE TN and KHERIATRY AD and SHERIDAN MJ,,,,,"This study evaluated the relationship between the personality construct of alexithymia and the attribution of depression to biological, psychological, sociocultural, and external stress. When alexithymia was considered as a continuous variable, there was a significant correlation between a higher score on the toronto alexithymia scale and a greater belief in psychological causes for their psychiatric disorder. The other factors also had positive but nonsignificant correlations with alexithymia. When alexithymia was categorically partitioned and controlled for depressed mood, alexithymic subjects more frequently endorsed all four factors to be causal for their psychiatric illness. This appears to contradict earlier assumptions that alexithymic patients tend to be less psychologically minded than those without this psychological trait. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Included""}",,ALEXITHYMIA;PERSONALITY CONSTRUCT;ALEXITHYMIC PATIENTS;PSYCHIATRIC DISORDER;PSYCHIATRIC ILLNESS;PSYCHOLOGICAL TRAIT;EXTERNAL STRESS;DEPRESSED MOOD;ADULT;AFFECTIVE SYMPTOMS;ANXIETY DISORDERS;AWARENESS;CAUSALITY;DEPRESSIVE DISORDER;FEMALE;HUMANS;INTERNAL-EXTERNAL CONTROL;MALE;MIDDLE AGED;PERSONALITY INVENTORY;PSYCHOMETRICS;SICK ROLE;ATTRIBUTION;BIOPSYCHOSOCIAL APPROACH;MAJOR DEPRESSION;PERSONALITY TRAITS;ANXIETY;STRESS;Anxiety;Affective Symptoms,,
rayyan-470329350,"Infidelity's Aftermath: Appraisals, Mental Health, And Health-Compromising Behaviors Following A Partner's Infidelity",2018,1,1,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,,,,,SHROUT MR and WEIGEL DJ,,,,,"Guided by transactional stress theory, this research investigated the role of appraisals in noninvolved partners' mental health and health-compromising behaviors after infidelity. Responses from 232 college students who were recently cheated on revealed that negative appraisals (partner blame, self-blame, and causal attribution) had indirect effects on health-compromising behaviors through mental health (depression, anxiety, and distress). Moderated mediation analyses revealed that gender altered the indirect effect of partner and self-blame on health-compromising behaviors through mental health. Men's health-compromising behaviors did not differ based on their appraisals or mental health. However, women who reported negative appraisals and high levels of mental health consequences engaged in more health-compromising behaviors. These findings suggest that perceptions of a partner's infidelity are important, and that those perceptions affect noninvolved partners' mental health and physical health behaviors.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,ATTRIBUTION;BLAME;HEALTH;INFIDELITY;MENTAL HEALTH;ROMANTIC;RELATIONSHIPS;STRESS,,
rayyan-470329351,Cultural Background And Socioeconomic Influence Of Immigrant And Refugee Women Coping With Postpartum Depression,2013,1,1,JOURNAL OF IMMIGRANT AND MINORITY HEALTH,,,,,O'MAHONY JM and DONNELLY TT and BOUCHAL SR and ESTE D,,,,,"Postpartum depression is a serious condition that can have long lasting traumatic effects on women and their families. Until recently postpartum depression research has focused more on the population as a whole rather than refugee and immigrant women. Informed by kleinman's explanatory model and the postcolonial feminist perspective, 30 immigrant and refugee women were interviewed to find out what factors influenced them in seeking postpartum care and what strategies would be helpful in prevention and treatment of postpartum depression. We found that the immigrant and refugee women in our sample: (a) were influenced by both cultural background and socioeconomic factors in seeking support and treatment; (b) were influenced by cultural differences and social stigma when making decisions about health care practices; and (c) employed numerous coping strategies to deal with postpartum depression. Recommendations are provided for more culturally appropriate and equitable mental health care services for immigrant and refugee women living in canada.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,IMMIGRANT;REFUGEE WOMEN;MENTAL HEALTH;POSTPARTUM DEPRESSION;CULTURE;;SOCIOECONOMIC FACTORS;HEALTH CARE ACCESS;POSTPARTUM CARE;Emigrants and Immigrants;Postpartum Period,,
rayyan-470329352,The Limited Effect Of Neural Stimulation On Visual Attention And Social Cognition In Individuals With Schizophrenia,2021,1,1,NEUROPSYCHOLOGIA,,,,,KLEIN HS and VANNESTE S and PINKHAM AE,,,,,"Background: research demonstrates a relationship between faulty visual attention and poorer social cognition in schizophrenia. One potential explanatory model suggests abnormal neuromodulation in specific neural networks may result in reduced attention to socially important cues, leading to poorer understanding of another's emotional state or intentions. Objective: the current study experimentally manipulated neural networks using tdcs to examine this potential causal mechanism. The primary aim was to determine whether stimulation to the right temporoparietal junction (rtpj) improves visual attention, and secondary aims were to determine whether 1) stimulation improves social cognitive performance and 2) visual attention moderates this improved performance. Method: using a double-blind crossover design, 69 individuals with schizophrenia underwent both active and sham stimulation to either the rtpj of the ventral attention network (n = 36) or the dorsomedial prefrontal cortex of the social brain network (dmpfc; n = 33). Following stimulation, participants completed tasks assessing emotion recognition and mentalizing. Concurrent eye tracking assessed visual attention, measuring proportion of time spent attending to areas of interest. Results: for emotion recognition, stimulation failed to impact either visual attention or social cognitive task accuracy. Similarly, neurostimulation failed to affect visual attention on the mentalizing task. However, exploratory analyses demonstrated that mentalizing accuracy significantly improved after stimulation to the active comparator, dmpfc, with no improvement after stimulation to rtpj. Conclusion: results demonstrate limited effect of a single stimulation session on visual attention and emotion recognition accuracy but provide initial support for an alternate neural mechanism for mentalizing, highlighting the importance of executive functions over visual attention.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,SCHIZOPHRENIA;SOCIAL COGNITION;NEUROSTIMULATION;TDCS;VISUAL;ATTENTION;Schizophrenia;Photic Stimulation,,
rayyan-470329353,"Gender And Depression: Analysis Of The Effects Of Sex Roles, Sex-Role Self-Discrepancy, And Attributional Style",1996,1,1,NA,,,,,CUTLER SV,,,,,"The purpose of this study was to examine the influence of attributional style, sex roles, and sex-role self-discrepancy in the relationship between gender and depression. Epidemiological studies report a higher incidence of depression among women then men (approximately 2:1). Among the various theories suggested to explain this gender difference, sex roles, attributional style, and self-discrepancy have been conceived as possible explanations. The relationship between gender and depression may be better understood through examining the possible contribution of these three independent variables. To examine these theories, a sample of 130 subjects was drawn from clients at the usu counseling center, the usu community clinic, the logan regional hospital, and students from an introductory psychology class at usu. Participation was based on voluntary informed consent of the subjects and approval of the above mentioned institutions. Each subject completed the beck depression inventory (bdi), extended attributional style questionnaire (easq), and a revised version of the short bem sex-role inventory (sbsri) measuring ideal versus actual self. Path analysis was used to examine the sequence of the relationships presumed by the androgyny model, congruence model, and masculinity model. Neither sex role was found to correlate significantly with depression. Overall, the directions of the path coefficients best supported the androgyny model, but these coefficients were too weak to explain the variance. Attributional style was related to depression, but no gender difference was found in the correlation between attributional style and depression. The correlation coefficient between feminine self-discrepancy and depression was positive but statistically insignificant for the females from the clinical sample and very small for females from the student sample. Overall, attributional style, sex-roles, and self-discrepancy in sex-role characteristics were not found to contribute to the (psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,SEX-ROLE SELF-DISCREPANCY & ATTRIBUTIONAL STYLE;DEPRESSION;MALE VS FEMALE CLIENTS & PSYCHOLOGY STUDENTS;ATTRIBUTION;HUMAN SEX DIFFERENCES;MAJOR DEPRESSION;SEX ROLES,,
rayyan-470329354,Attitudes Regarding Chronic Fatigue Syndrome: The Importance Of A Name,2001,1,1,JOURNAL OF HEALTH PSYCHOLOGY,,,,,JASON LA and TAYLOR RR and STEPANEK Z and PLIOPLYS S,,,,,"100 1849 yr old undergraduates from diverse academic backgrounds and 100 2049 yr old medical trainees were assessed regarding their attitudes about and familiarity with chronic fatigue syndrome (cfs). The authors explored whether different names given to chronic fatigue syndrome (cfs, myalgic encephalopathy, or florence nightingale disease) were associated with differences in attributions regarding its cause, nature, severity, contagion, prognosis, and treatment. Participants' attributions toward the illness varied with the names used to characterize it. Participants prompted with the myalgic encephalopathy name were more likely to attribute a biomedical cause to the illness, and less likely to consider patients as candidates for organ donation than those prompted with the cfs name. Although the medical trainees were less likely to consider the patient as malingering, and more likely to view the illness as leading to poorer quality of life and a poorer prognosis, they were also more likely to consider the illness a form of primary depression, more likely to think the patient would attempt suicide, and less likely to consider associated cognitive symptoms as severe. The implications are discussed. (Psycinfo database record (c) 2022 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,"INFLUENCE OF NAME GIVEN TO CHRONIC FATIGUE SYNDROME ON ATTRIBUTIONS OF COURSE & NATURE & SEVERITY & CONTAGION & PROGNOSIS & TREATMENT;1849 YR OLD COLLEGE STUDENTS VS MEDICAL TRAINEES;ATTRIBUTION;CHRONIC FATIGUE SYNDROME;LABELING;CONTAGION;DISEASE COURSE;MEDICAL EDUCATION;PROGNOSIS;SEVERITY (DISORDERS);TREATMENT;Fatigue Syndrome, Chronic;Fatigue;Attitude",,
rayyan-470329355,Factors Affecting The Unacceptability Of Suicide And The Effects Of Evaluator Depression And Religiosity,1994,1,1,OMEGA: JOURNAL OF DEATH AND DYING,,,,,LO PRESTO CT and SHERMAN MF and DICARLO MA,,,,,"Replicated a study by r. H. Deluty (see record [rid]1989-33258-001[/rid]) regarding the factors affecting suicide unacceptability. 193 female and 89 male catholic undergraduates evaluated 6 scenarios that manipulated precipitating illness (i.e., severe depression, chronic physical pain, and terminal bone cancer) and gender of victim. Ss also completed a demographic data sheet and the beck depression inventory. Evaluator variables (i.e., gender, mood state, and religiosity) were also considered. Results replicate deluty's findings that the unacceptability of suicide is a function of precipitating illness and gender of the victim as well as gender of the evaluator. Both the evaluator's mood and religiosity were significant attribute variables in assessing the unacceptability of suicide. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,DEPRESSION & RELIGIOSITY & VICTIM CHARACTERISTICS;ATTITUDES TOWARD ACCEPTABILITY OF SUICIDE;MALE VS FEMALE CATHOLIC COLLEGE STUDENTS;ATTRIBUTION;DEATH ATTITUDES;DEPRESSION (EMOTION);RELIGIOSITY;SUICIDE;Suicide,,
rayyan-470329356,Clinician Attributions Associated With The Diagnosis Of Schizophrenia In African American And Non-African American Patients,2000,1,1,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,,,,,TRIERWEILER SJ and NEIGHBORS HW and MUNDAY C and THOMPSON EE and BINION VJ and GOMEZ JP,,,,,"The authors examined the schizophrenia diagnosis in 292 psychiatric inpatients in a largely african american community. Clinicians completed a free-response questionnaire that described their diagnostic decisions. Psychotic symptoms such as hallucinations, which were attributed to african american and non-african american patients at different rates, did not necessarily correspond to differences in diagnostic rates. Rather, symptoms not differentially attributed between groups often corresponded with higher rates of schizophrenia for african american patients. Attributions of negative symptoms showed the largest differences between african american and non-african american patients in rates of schizophrenia diagnosis; thought disorder equalized rates of the diagnosis between the 2 groups of patients. Logistic regression analyses suggested that different aggregate decision models were applied to patients of differing race. (Psycinfo database record (c) 2016 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,CLINICIANS' ATTRIBUTIONS OF SYMPTOMS ASSOCIATED WITH SCHIZOPHRENIA DIAGNOSIS;ADULT AFRICAN AMERICAN VS NON-AFRICAN AMERICAN INPATIENTS;ADULT;AFRICAN AMERICANS;ATTITUDE OF HEALTH PERSONNEL;EUROPEAN CONTINENTAL ANCESTRY GROUP;FEMALE;HUMANS;INTERVIEW;PSYCHOLOGICAL;MALE;PATIENT ADMISSION;PSYCHIATRIC STATUS RATING SCALES;SCHIZOPHRENIA;SCHIZOPHRENIC PSYCHOLOGY;SET (PSYCHOLOGY);ATTRIBUTION;CLINICIANS;PSYCHIATRIC SYMPTOMS;RACIAL AND ETHNIC DIFFERENCES;BLACKS;HOSPITALIZED PATIENTS;PSYCHODIAGNOSIS;Schizophrenia;African Americans,,
rayyan-470329357,"Predicting Psychological Ripple Effects: The Role Of Cultural Identity, In-Group/Out-Group Identification, And Attributions Of Blame In Crisis Communication",2012,1,1,RISK ANALYSIS,,,,,ANAGONDAHALLI D and TURNER MM,,,,,"Incidents of intentional food contamination can produce ripple effects in consumers such as reduced trust and increased anxiety. In their postcrisis communication, food companies often direct the blame at the perpetrator in an effort to mitigate potential losses and regain consumer trust. The attempt to placate consumers may, in itself, potentially create psychological ripple effects in message readers. This study examined the interacting influence of two message characteristics: identity of the perpetrator of the crime (in-group/out-group membership), and the attribution of blame (reason why the perpetrator committed the crime), with message receiver characteristic (cultural identity) on psychological ripple effects such as blame, trust, anxiety, and future purchase intention. Results indicated that although group membership of the perpetrator was not significant in predicting outcomes for the organization, the attribution communicated in the message was. American message receivers blamed the organization more and trusted it less when personal dispositional attributions were made about the perpetrator. Asian message receivers blamed the organization more and trusted it less when situational attributions were made about the perpetrator. Lowered trust in the company and increased anxiety correlated with lower purchase intent for both american and asian message receivers. Implications for crisis message design are discussed. (Psycinfo database record (c) 2020 apa, all rights reserved)","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,PSYCHOLOGICAL RIPPLE EFFECT PREDICTION;CULTURAL IDENTITY;IN & OUTGROUP IDENTIFICATION;ATTRIBUTION;BLAME;CRISIS COMMUNICATION;ADULT;ANXIETY;BIOTERRORISM;COMMUNICATION;CRIME;CULTURAL CHARACTERISTICS;FOOD CONTAMINATION;HUMANS;PERCEPTION;RISK;TRUST;UNITED STATES;YOUNG ADULT;CRISES;ETHNIC IDENTITY;INGROUP OUTGROUP;MESSAGES,,
rayyan-470329358,Why Is Childhood Maltreatment Associated With Adolescent Substance Abuse? A Critical Review Of Explanatory Models,2011,1,1,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,,,,,HOVDESTAD WE and TONMYR L and WEKERLE C and THORNTON T,,,,,"Childhood maltreatment and adolescent substance abuse are important health issues that have been linked by research and theory for at least 50 years. Considering the intricacies of child maltreatment research, this paper aims to answer the question: which models show the most promise to explain why child maltreatment is a risk indicator for adolescent substance abuse? Models of the mechanisms of this association are reviewed and evaluated in the context of the many complexities of defining and measuring child maltreatment. We offer three recommendations for future research in this area: 1) measures of the severity of child maltreatment should be used where possible; 2) positive childhood relationships should be assessed as a potentially important protective factor; 3) more research should involve system-involved children and adolescents.","RAYYAN-INCLUSION: {""Ian""=>""Excluded""}",,CHILD MALTREATMENT;SUBSTANCE ABUSE;ADOLESCENT;REVIEW;Adolescent;Substance-Related Disorders,,
