key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-881236596,"Impact of perceived course of illness on the desire for social distance towards people with symptoms of schizophrenia in Hanoi, Vietnam",2018,10,,PSYCHIATRY RESEARCH,0165-1781,268,,206-210,"Martensen, Lara Kim and Hahn, Eric and Cao, Tien Duc and Schomerus, Georg and Nguyen, Main Huong and Boege, Kerem and Nguyen, Tat Dinh and Mungee, Aditya and Dettling, Michael and Angermeyer, Matthias C. and Ta, Thi Minh Tam",,English,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND","In Vietnam, stigmatisation and discrimination of patients with mental illness are highly prevalent. This study explores whether the perception of course of illness of people with symptoms indicating schizophrenia is associated with the desire for social distance in the Vietnamese public. A population-based survey (n = 455) using unlabelled vignettes for schizophrenia was carried out in the Hanoi municipality in 2013. First, a factor analysis was performed to group items indicating perception of prognosis. Second, a linear regression analysis was used to search for correlations between these expectations and desire for social distance. The factor analysis revealed three independent factors of perception of course of illness: (1) loss of social integration and functioning, (2) lifelong dependency on others, and (3) positive expectations towards treatment outcome. Both factors with negative prognostic perceptions (1\&2) were associated with more desire for social distance. The results indicate a link between social acceptance and the perceived ability to maintain a social role including a capability of reciprocity within the Vietnamese society. Additionally, these findings highlight the importance of preserving social functioning in any treatment approach for patients with schizophrenia, which includes psychosocial intervention and rehabilitation programs.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1016/j.psychres.2018.05.046,Schizophrenia;Social Desirability;Vietnam,,
rayyan-881236597,Causal beliefs in people experiencing psychosis: The relationship to treatment accessed and the perceived helpfulness of treatment,2018,9,,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,1476-0835,91,3,332-344,"Carter, Lucy and Read, John and Pyle, Melissa and Law, Heather and Emsley, Richard and Morrison, Anthony",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","PurposeResearch suggests that the way an individual understands a health difficulty can influence their subsequent behaviour. The aim of this study was to explore the psychometric properties of a new causal belief questionnaire for people who have experience of psychosis. We also planned to provide an overview of current causal beliefs within this group and to explore the relationship between these beliefs and the perceived helpfulness of treatment and the treatment accessed. MethodsThree hundred and eleven service-users with experience of psychosis completed a questionnaire designed to explore how they understand the cause of their difficulties. Additional information was collected about different aspects of treatment. ResultsThe results of the exploratory factor analysis indicated a two-factor solution comprising a psychosocial and biogenetic scale. Individuals in this study endorsed a variety of different causes, with an overall preference for psychosocial explanations. No relationships were established between beliefs and perceptions about the helpfulness of treatment. Individuals who had accessed cognitive behavioural therapy were more likely to endorse the psychosocial factor. ConclusionsIndividuals with psychosis consider a number of factors to be important in relation to the development of their experiences. These beliefs should be explored as part of the therapeutic process as this appears to be important to the individual and could potentially help inform treatment decisions. Practitioner points The causal belief questionnaire captured two underlying constructs relating to psychosocial and biogenetic causes. Individuals within this group endorsed a range of factors; however, they prefer psychosocial causes overall. There was an indication that some aspects of an individual's beliefs were associated with the treatment they accessed.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1111/papt.12163,psychosis; causal beliefs; treatment; service-user survey;Psychotic Disorders,,
rayyan-881236598,"Infidelity's aftermath: Appraisals, mental health, and health-compromising behaviors following a partner's infidelity",2018,9,,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0265-4075,35,8,1067-1091,"Shrout, M. Rosie and Weigel, Daniel J.",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Guided by transactional stress theory, this research investigated the role of appraisals in noninvolved partners' mental health and health-compromising behaviors after infidelity. Responses from 232 college students who were recently cheated on revealed that negative appraisals (partner blame, self-blame, and causal attribution) had indirect effects on health-compromising behaviors through mental health (depression, anxiety, and distress). Moderated mediation analyses revealed that gender altered the indirect effect of partner and self-blame on health-compromising behaviors through mental health. Men's health-compromising behaviors did not differ based on their appraisals or mental health. However, women who reported negative appraisals and high levels of mental health consequences engaged in more health-compromising behaviors. These findings suggest that perceptions of a partner's infidelity are important, and that those perceptions affect noninvolved partners' mental health and physical health behaviors.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Included"", ""Consensus""=>""Excluded""}",10.1177/0265407517704091,Attribution; blame; health; infidelity; mental health; romantic relationships; stress,,
rayyan-881236599,"Investigating Sport Attributional Style, Sport Self-Efficacy, and Creativity in Elite Team Athletes",2018,9,,IRANIAN JOURNAL OF PSYCHIATRY AND BEHAVIORAL SCIENCES,1735-8639,12,3,,"Zoljanahi, Ehda and Mohammadi-Nezhad, Mahdi and Gilde, Bahram Sadeghpour and Taheri, Hamid Reza",,English,KOWSAR PUBL,"PATERSWEG 22,, HOENSBROEK, LIMBURG 6431 GC, NETHERLANDS","Background: The current study aimed at investigating the relationships among three variables of sport attributional style, sport self-efficacy, and creativity to provide a theoretical model of relationships between these variables in elite team athletes based on the structural equation modeling. Objectives: Providing theoretical model of relationships between sport attributional styles, sport self-efficacy, and creativity in elite team athletes using structural equation modeling. Methods: The statistical population consisted of 2853 elite team athletes. Out of the population, 192 elite team athletes were randomly selected as the sample from different sport clubs in Tehran, Iran, in 2014. The sport-confident questionnaire, sport attributional style scale, and the creativity questionnaire were employed to collect the data. Then, AMOS version 23 was used to apply structural equation modeling. Results: The measurement and structural models (after success, after failure) of elite team athletes well fitted the data. Standard coefficients of all components and indices (questions) were significant (P < 0.05), except for direct coefficients between sport attributional style and creativity (P = 0.297 after success and P = 0 .640 after failure). Conclusions: The current study results showed a positive significant relationship between sport self-efficacy and sport attributional styles. Moreover, sport self-efficacy had a mediating role between sport attributional styles and creativity. Thus, identifying structural relationships between these variables was of great benefit to promote athletes' mental health.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Excluded"", ""Consensus""=>""Excluded""}",10.5812/ijpbs.7860,Athletes; Creativity; Mental Health; Questionnaires; Self-Efficacy; Sports;Sports,,
rayyan-881236600,``I Believe I Know Better Even than the Psychiatrists What Caused It{''}: Exploring the Development of Causal Beliefs in People Experiencing Psychosis,2018,8,,COMMUNITY MENTAL HEALTH JOURNAL,0010-3853,54,6,805-813,"Carter, Lucy and Read, John and Pyle, Melissa and Morrison, Anthony",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","This study aimed to describe the causal beliefs of individuals experiencing psychosis, specifically exploring how they are developed and maintained. Individuals with experience of psychosis were recruited from mental health services for in-depth interviews. A thematic analysis was used to analyse transcripts and key themes were identified. Fifteen interviews were conducted. Individuals were engaged in the process of exploring explanations for their experiences and reported sophisticated models of causation. Participants described a change in their beliefs, with the cause of their experiences not immediately clear. Individuals generated their models via external (family, professionals) and internal (evaluative, positive affect) processes and reported differing levels of conviction in relation to their beliefs. Clinicians should take the opportunity to explore the causal beliefs of their service-users, as they are able to provide intelligent and thoughtful explanatory models. In particular, clinicians should be aware of the emotional impact of different aetiological models and their personal role in the development of a client's beliefs.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1007/s10597-017-0219-3,Explanatory models; Health beliefs; Schizophrenia; Mental health;Psychotic Disorders;Causality,,
rayyan-881236601,The Singaporean public beliefs about the causes of mental illness: results from a multi-ethnic population-based study,2018,8,,EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES,2045-7960,27,4,403-412,"Pang, S. and Subramaniam, M. and Lee, S. P. and Lau, Y. W. and Abdin, E. and Chua, B. Y. and Picco, L. and Vaingankar, J. A. and Chong, S. A.",,English,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND","Aims.To identify the common causal beliefs of mental illness in a multi-ethnic Southeast Asian community and describe the sociodemographic associations to said beliefs. The factor structure to the causal beliefs scale is explored. The causal beliefs relating to five different mental illnesses (alcohol abuse, depression, obsessive-compulsive disorder (OCD), dementia and schizophrenia) and desire for social distance are also investigated. Methods.Data from 3006 participants from a nationwide vignette-based study on mental health literacy were analysed using factor analysis and multiple logistic regression to address the aims. Participants answered questions related to sociodemographic information, causal beliefs of mental illness and their desire for social distance towards those with mental illness. Results.Physical causes, psychosocial causes and personality causes were endorsed by the sample. Sociodemographic differences including ethnic, gender and age differences in causal beliefs were found in the sample. Differences in causal beliefs were shown across different mental illness vignettes though psychosocial causes was the most highly attributed cause across vignettes (endorsed by 97.9\% of respondents), followed by personality causes (83.5\%) and last, physical causes (37\%). Physical causes were more likely to be endorsed for OCD, depression and schizophrenia. Psychosocial causes were less often endorsed for OCD. Personality causes were less endorsed for dementia but more associated with depression. Conclusions.The factor structure of the causal beliefs scale is not entirely the same as that found in previous research. Further research on the causal beliefs endorsed by Southeast Asian communities should be conducted to investigate other potential causes such as biogenetic factors and spiritual/supernatural causes. Mental health awareness campaigns should address causes of mental illness as a topic. Lay beliefs in the different causes must be acknowledged and it would be beneficial for the public to be informed of the causes of some of the most common mental illnesses in order to encourage help-seeking and treatment compliance.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Kelly""=>""Included"", ""Consensus""=>""Included""}",10.1017/S2045796017000105,Mental health; mental illness stigma; multicultural; population survey; social distance;Mentally Ill Persons,,
rayyan-881236602,Mental Health Conceptualization and Resilience Factors in the Kalasha Youth: An Indigenous Ethnic and Religious Minority Community in Pakistan,2018,7,,FRONTIERS IN PUBLIC HEALTH,2296-2565,6,,,"Choudhry, Fahad R. and Khan, Tahir M. and Park, Miriam Sang-Ah and Golden, Karen J.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","The Kalasha are a religious, ethnic, and linguistic minority community in Pakistan. They are indigenous people living in remote valleys of the Hindu Kush Mountains in northern Pakistan, neighboring Afghanistan. The Kalasha are pastoral, as well as agricultural people to some extent, although they are increasingly facing pressures from globalization and social change, which may be influencing youth and community development. Their traditional world view dichotomizes and emphasizes on the division of the pure (Onjeshta) and the impure (Pragata). There remains a scarcity of literature on mental health and resilience of indigenous communities in South Asia and Pakistan generally, and the polytheistic Kalasha community specifically. Thus, the current study was conducted with the aim to explore the cultural protective factors (resilience) of the Kalasha youth (adolescents and emerging adults) and to explore their perceived etiological understandings and preferred interventions for mental health support systems. The theoretical framework of Bronfenbrenner's (1, 2) ecological systems model was used. Interpretative Phenomenological Analysis (IPA) was conducted, considering the advantage of its idiographic approach and the ``double hermeneutic{''} analytic process. This methodology was consistent with the aim to understand and make sense of mental health and resilience from the Kalasha indigenous perspective. A total of 12 in-depth interviews were conducted with adolescents and emerging adults (5 males, 7 females), along with ethnographic observations. The analysis revealed 3 superordinate themes of mental health perceptions and interventions, each with more specific emergent themes: (1) Psychological Resilience/Cultural Protective Factors Buffering Against Mental Health Problems (Intra-Communal Bonding \& Sharing; Kalasha Festivals \& Traditions; Purity Concept; Behavioral Practice of Happiness and Cognitive Patterns); (2) Perceived Causes of Mental Health Issues (Biological \& Psychosocial; Supernatural \& Spiritual; Environmental); and (3) Preferred Interventions {[}Shamanic Treatment; Ta'awiz (Amulets); Communal Sharing \& Problem Solving; Medical Treatment; Herbal Methods]. The overall findings point to the need for developing culturally-sensitive and indigenous measures and therapeutic interventions. The findings highlighted the Kalasha cultural practices which may promote resilience. The findings also call for indigenous sources of knowledge to be considered when collaboratively designing public health programs.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.3389/fpubh.2018.00187,indigenous; resilience; ethnic minority; mountain people; marginalized; mental health; South Asia; Pakistan;Adolescent;Poverty;Mental Health,,
rayyan-881236603,Children's Naive Concepts of OCD and How They Are Affected by Biomedical Versus Cognitive Behavioural Psychoeducation,2018,7,,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,1352-4658,46,4,405-420,"Butlin, B. and Wilson, C.",,English,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA","Background: How we conceptualize mental health conditions is important as it impacts on a wide range of mediators of treatment outcome. We do not know how children intuitively conceptualize obsessive-compulsive disorder (OCD), nor do we know the relative impact of biomedical or cognitive behavioural conceptual explanations, yet both are being widely used in psychoeducation for children with OCD. Aims: This study identified children's naive concepts of OCD, and the comparative impact of biomedical versus cognitive behavioural psychoeducation on perceived prognosis. Method: A within- and between-subjects experimental design was used. After watching a video of a young person describing their OCD, 202 children completed a questionnaire examining their concepts of the condition. They repeated the questionnaire following a second equivalent video, this time preceded by either biomedical or cognitive behavioural psychoeducation. Results: Participants' naive concepts of OCD reflected predominant models of OCD in healthcare. Even at the minimal dose of psychoeducation, participants' conceptualizations of OCD changed. Prior exposure to OCD resulted in a stronger alignment with the biomedical model. Exposure to biomedical psychoeducation resulted in participants predicting a slower recovery with less chance of complete remission. Conclusion: Psychoeducation for childhood OCD is impactful. Despite its wide use by clinicians and mental health services, biomedical psychoeducation appears to have deleterious effects. Children's concepts of OCD merit attention but caution should be applied in how they are targeted.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1017/S1352465818000115,children and adolescents; obsessive-compulsive disorder; causal attributions; CBT;Only Child;Child;Cognition,,
rayyan-881236604,Biomedical causal attributions for obsessive-compulsive disorder: Associations with patient perceptions of prognosis and treatment expectancy,2018,7,,JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS,2211-3649,18,,81-85,"Gershkovich, Marina and Deacon, Brett J. and Wheaton, Michael G.",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","In recent years, with scientific advances and growing understanding of neurobiological processes, biomedical explanations of psychiatric disorders, including obsessive-compulsive disorder (OCD), have become more prominent in research and in clinical care. Patient perceptions of biomedical models of OCD have been understudied, particularly in how they relate to patients' beliefs about prognosis and treatment expectancy. The current study measured self-identified OCD patients' (N = 130) current beliefs about their own prognosis and treatment and how believable they found two explanatory models of OCD: 1) a biomedical model that attributes OCD to biological functioning in the brain and 2) an integrative biopsychopsychocial model. Correlational results indicated that patients who found the biomedical model to be highly believable expected that their OCD would be chronic and require long-term treatment. In contrast, ratings of believability in the model that integrated biological, psychological and social factors in explaining OCD were not associated with prognostic pessimism. Instead, we observed a trend in which stronger belief in the biopsychosocial model was associated with the belief that behavioral changes could improve symptoms of OCD. Notwithstanding limitations inherent in the correlational nature of this study, the current findings highlight the need to further investigate the clinical implications of OCD causal models","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1016/j.jocrd.2018.03.001,Obsessive compulsive disorder; Biomedical model; Cognitive-behavioral; Exposure and response prevention; Treatment expectancy;Obsessive-Compulsive Disorder,,
rayyan-881236605,"Feelings of insecurity regarding organized crime in Tamaulipas , Mexico",2018,7,,SALUD PUBLICA DE MEXICO,0036-3634,60,4,442-450,"Manuel Almanza-Avendano, Ariagor and Patricia Romero-Mendoza, Martha and Hortensia Gomez-San Luis, Anel",,English,INST NACIONAL SALUD PUBLICA,"AV UNIVERSIDAD 655, COL SANTA MARIA AHUACATITLAN, CUERNAVACA 62508, MORELOS, MEXICO","Objective. To understand the meanings, feelings and practices associated with insecurity in a context with the presence of organized crime. Materials and methods. The study was conducted in a municipality of Tamaulipas, Mexico, with high levels of violence.Semi-structured interviews were conducted with a purposive sample of thirty indirect victims. Interview transcriptions underwent computer-assisted qualitative analysis using the MAXQDA program. Results. Threatening situations and perceived causes of insecurity in the local context were identified. Various psychosocial consequences of insecurity and coping strategies are also described. Conclusions. Although the strategies used attempt to reduce the impact of insecurity on mental health, a transformation of mobility in public space and social relations is observed. Citizens handle insecurity at the individual level, even when it is attributed to structural causes.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Fiona""=>""Excluded"", ""Consensus""=>""Excluded""}",10.21149/8087,safety; crime; crime victims; psychosocial impact; adaptation; psychological; Mexico;Crime;Mexico;Emotions,,
rayyan-881236606,Predictors of etiological beliefs about panic disorder and impact of beliefs on treatment outcomes,2018,6,,PSYCHIATRY RESEARCH,0165-1781,264,,155-161,"El Amiri, Sawsane and Koszycki, Diana and Taljaard, Monica and Segal, Zindel and Bradwejn, Jacques",,English,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND","Little is known about the beliefs people with panic disorder (PD) have about their illness and how these beliefs might influence treatment outcome. This study explored demographic and clinical predictors of etiological beliefs about PD and the impact these beliefs have on treatment response. The sample included 251 outpatients with PD who participated in a randomized placebo-controlled trial of treatments for PD. Regression analyses revealed that sex, duration of PD and family history of psychiatric illnesses predicted biological etiological beliefs, previous history of psychotherapy predicted environmental etiological beliefs, and age, impaired functioning, and measures of ``fear of fear{''} predicted multiple etiological beliefs about PD. Etiological beliefs predicted more severe symptoms at 12 weeks post-treatment, irrespective of the type of treatment received, but had no effect on attrition, treatment adherence or treatment-related adverse effects This study contributes to the sparse literature on etiological beliefs about PD. Results are preliminary and further research is needed to understand more fully the factors that shape etiological beliefs about PD, whether these beliefs change over the course of illness, and the impact etiological beliefs have on treatment outcome.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Aqsa""=>""Included"", ""Consensus""=>""Included""}",10.1016/j.psychres.2018.04.003,Panic disorder; Etiological beliefs; Causal attributions; Predictors treatment response;Panic Disorder,,
rayyan-881236607,"`That is how the real mad people behave': Beliefs about and treatment of mental disorders by traditional medicine-men in Accra, Ghana",2018,6,,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,64,4,309-316,"Kpobi, Lily and Swartz, Leslie",,English,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND","Background: Traditional healing methods are considered central to mental health care in low-income countries such as Ghana, because they are perceived to be more easily accessible, more affordable and generally ascribe similar causal beliefs to those of the patients. However, not much is known about the work of traditional healers largely because their methods are shrouded in mysticism and secrecy. There is a need to understand the ideology and beliefs of traditional healers surrounding mental disorders, including knowledge about their practices in mental health care. Aims: In this article, we discuss the causal beliefs and treatment methods of traditional medicine-men from Accra, Ghana. We also describe their diagnostic and treatment methods for mental disorders. Methods: Eight medicine-men, indigenous to the Greater Accra Region, were interviewed through individual semi-structured interviews. The data were analysed through thematic analysis. Results: The medicine-men's beliefs about mental illness were dominated by supernatural ideas. Mental illness was also seen as a form of punishment or resulting from envy, and there was a strong reliance on spiritual direction from the gods for diagnosis and treatment. Conclusion: These themes are discussed with emphasis on their potential implications for patients, as well as for collaborative efforts.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Excluded"", ""Consensus""=>""Included""} | RAYYAN-EXCLUSION-REASONS: focuses on beliefs about treatments and not the mental illnesses themselves",10.1177/0020764018763705,"Ghana; traditional healers; gods; mental disorders;Mental Disorders;Medicine, Traditional;Ghana",,
rayyan-881236608,Do biogenetic causal beliefs reduce mental illness stigma in people with mental illness and in mental health professionals? A systematic review,2018,6,,INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,1445-8330,27,3,928-941,"Larkings, Josephine S. and Brown, Patricia M.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Viewing mental illness as an `illness like any other' and promoting biogenetic causes have been explored as a stigma-reduction strategy. The relationship between causal beliefs and mental illness stigma has been researched extensively in the general public, but has gained less attention in more clinically-relevant populations (i.e. people with mental illness and mental health professionals). A systematic review examining whether endorsing biogenetic causes decreases mental illness stigma in people with mental illness and mental health professionals was undertaken using the preferred reporting items for systematic reviews and meta-analyses guidelines. Multiple databases were searched, and studies that explored the relationship between biogenetic causal beliefs and mental illness stigma in people with mental illness or mental health professionals were considered. Studies were included if they focussed on depression, schizophrenia, or mental illness in general, were in English, and had adult participants. The search identified 11 journal articles reporting on 15 studies, which were included in this review. Of these, only two provided evidence that endorsing biogenetic causes was associated with less mental illness stigma in people with mental illness or mental health professionals. The majority of studies in the present review (n = 10) found that biogenetic causal beliefs were associated with increased stigma or negative attitudes towards mental illness. The present review highlights the lack of research exploring the impacts of endorsing biogenetic causes in people with mental illness and mental health professionals. Clinical implications associated with these results are discussed, and suggestions are made for further research that examines the relationship between causal beliefs and treatment variables.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.1111/inm.12390,causality; health personnel; people with mental illness; review; stigma;Mentally Ill Persons;Causality,,
rayyan-881236609,Attributions and private theories of mental illness among young adults seeking psychiatric treatment in Nairobi: an interpretive phenomenological analysis,2018,6,,CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,1753-2000,12,,,"Mbuthia, Judy Wanjiru and Kumar, Manasi and Falkenstrom, Fredrik and Kuria, Mary Wangari and Othieno, Caleb Joseph",,English,BIOMED CENTRAL LTD,"236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND","Background: Mental illness affects every segment of population including young adults. The beliefs held by young patients regarding the causes of mental illness impact their treatment-seeking behaviour. It is pertinent to know the commonly held attributions around mental illness so as to effectively provide psychological care, especially in a resource constrained context such as Kenya. This helps in targeting services around issues such as stigma and extending youth-friendly services. Methods: Guided by the private theories interview (PTI-P) and attributional framework, individual semi-structured interviews were carried out with ten young adults of ages 18-25 years about their mental health condition for which they were undergoing treatment. Each interview took 30-45 min. We mapped four attributions (locus of control, stability, controllability and stigma) on PTI-P questions. Data was transcribed verbatim to produce transcripts coded using interpretive phenomenological analysis. These codes were then broken down into categories that could be used to understand various attributions. Results: We found PTI-P to be a useful tool and it elicited three key themes: (a) psychosocial triggers of distress (with themes of negative thoughts, emotions around mental health stigma and negative childhood experiences, parents' separation or divorce, death of a loved one etc.), (b) biological conditions and psychopathologies limiting intervention, and (c) preferences and views on treatment. Mapping these themes on our attributional framework, PTI-P themes presented as causal attributions explaining stigma, locus of control dimensions and stability. External factors were mainly ascribed to be the cause of unstable and uncontrollable attributions including persistent negative emotions and thoughts further exacerbating psychological distress. Nine out of the ten participants expressed the need for more intense and supportive therapy. Conclusion: Our study has provided some experiential evidence in understanding how stigma, internal vs external locus of control, stability vs instability attributions play a role in shaping attitudes young people have towards their mental health. Our study points to psychosocial challenges such as stigma, poverty and lack of social support that continue to undermine mental well-being of Kenyan youth. These factors need to be considered when addressing mental health needs of young people in Kenya.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.1186/s13034-018-0229-0,Youth in psychiatric facilities; Attributions of mental illness; Locus of control; Private theories interview; Stigma,,
rayyan-881236610,"Daily Anxiety and Depressive Symptoms in Couples Coping With Vulvodynia: Associations With Women's Pain, Women's Sexual Function, and Both Partners' Sexual Distress",2018,5,,JOURNAL OF PAIN,1526-5900,19,5,552-561,"Paquet, Myriam and Rosen, Natalie O. and Steben, Marc and Mayr and , Marie-Helene and Santerre-Baillargeon, Marie and Bergeron, Sophie",,English,CHURCHILL LIVINGSTONE,"JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH EH1 3AF, MIDLOTHIAN, SCOTLAND","Vulvodynia is a idiopathic vulvovaginal pain condition that interferes with the sexual and mental health of affected couples. Research has underscored that psychological factors, such as anxiety and depression, are associated with its development and maintenance and related sexual impairment. However, the daily role of anxiety and depressive symptoms in the pain and sexuality outcomes of couples coping with vulvodynia is not well understood. Using a dyadic daily experience method, 127 women (mean age = 26.21, SD = 6.24 years) diagnosed with vulvodynia and their partners (mean age = 27.44, SD = 7.29 years) reported on anxiety and depressive symptoms, pain, sexual function, and sexual distress over a period of 8 weeks. Multilevel modeling was used to examine how daily deviations in anxiety and depressive symptoms from a participant's own mean were associated with pain, sexual function, and sexual distress. On days of sexual activity, when women reported higher anxiety and depressive symptoms (compared with their average), they reported greater pain and lower sexual function. On days of sexual activity, when women reported higher depressive symptoms, they reported greater levels of sexual distress, and when partners reported higher anxiety and depressive symptoms, women as well as partners reported greater levels of sexual distress. Results suggest that daily anxiety and depressive symptoms play a role in women's experience of vulvodynia-related pain, women's sexual function, and the couple's sexual distress. Targeting daily anxiety and depressive symptoms could enhance the efficacy of psychological interventions for vulvodynia. Perspective: This article examines the daily associations between anxiety and depressive symptoms, women's pain, sexual function, and sexual distress among couples coping with vulvodynia. Findings contribute to refine the biopsychosocial model of pain, showing that daily affective factors are associated with pain and sexual well-being. (C) 2018 by the American Pain Society.","RAYYAN-INCLUSION: {""Isaac""=>""Excluded"", ""Kelly""=>""Excluded"", ""Consensus""=>""Excluded""}",10.1016/j.jpain.2017.12.264,Vulvodynia; anxiety; depression; pain; sexual function; sexual distress; daily experience methodology;Anxiety,,
rayyan-881236611,Beliefs about causes of major depression: Clinical and treatment correlates among African Americans in an urban community,2018,4,,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,74,4,594-607,"Murphy, Eleanor and Hankerson, Sidney",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","ObjectivesMajor depression is increasingly viewed in the United States public as a medical disorder with biological and psychosocial causes. Yet little is known about how causal attributions about depression vary among low-income racial minorities. This study examined beliefs about causes of depression and their demographic, clinical and treatment correlates in a lower income African American sample. MethodVolunteers (N=110) aged 24-79 years, who participated in a family study of depression, completed a 45-item questionnaire on their beliefs about the causes of depression. We used multidimensional scaling (MDS) to cluster items into causal domains and multivariate regression analyses to test associations of causal domains with demographic and clinical characteristics and treatments received. ResultsThree causal domains, conceptualized as Eastern culture/supernatural (ECS), Western culture/natural/psychosocial (WCN-P), and /neurobiological (WCN-N) attributions, were derived from MDS clusters. WCN-P was most commonly endorsed (50\%-91\%) and ECS least endorsed as causes of depression (10-44\%). This pattern held across gender, age, educational levels, and diagnostic category. WCN-N items were moderately endorsed, with some distinction between genetic causes and other biological causes. WCN-N was positively associated with medication as opposed to other forms of treatment (B=1.17; p=.049). ConclusionAmong low-income African Americans, beliefs about causes of depression are varied but broadly consistent explanatory models that include a combination of psychosocial causes with genetic/biological contributions. For certain individuals, supernatural and natural causal attributions may coexist without dissonance. Causal attributions may be associated with types of treatment accepted and have implications for treatment compliance and adherence.","RAYYAN-INCLUSION: {""Isaac""=>""Included"", ""Fiona""=>""Included"", ""Consensus""=>""Included""}",10.1002/jclp.22523,Blacks; causal attributions; cluster analysis; depression; illness perceptions;African Americans,,
